59921.EU92_0510,EU92_0510,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1826,98.8
59921.EU92_0598,EU92_0598,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1910,98.6
59921.EU92_0033,EU92_0033,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1411,98.5
59921.EU92_1418,EU92_1418,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0535,98.1
59921.EU92_0651,EU92_0651,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1963,97.9
59921.EU92_0103,EU92_0103,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1481,97.7
59921.EU92_0805,EU92_0805,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0908,97.4
59921.EU92_1127,EU92_1127,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1704,96.8
59921.EU92_0018,EU92_0018,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1396,96.7
59921.EU92_0554,EU92_0554,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1870,96.5
59921.EU92_1344,EU92_1344,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0461,96.5
59921.EU92_0536,EU92_0536,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1852,96.4
59921.EU92_1661,EU92_1661,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0014,95.9
59921.EU92_0800,EU92_0800,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0903,95.7
59921.EU92_1805,EU92_1805,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0158,95.5
59921.EU92_1295,EU92_1295,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0412,95.4
59921.EU92_1509,EU92_1509,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0626,95.3
59921.EU92_1666,EU92_1666,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0019,95.1
59921.EU92_0544,EU92_0544,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1860,95.0
59921.EU92_0634,EU92_0634,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1946,94.5
59921.EU92_1427,EU92_1427,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0544,94.5
59921.EU92_0817,EU92_0817,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0920,94.1
59921.EU92_0057,EU92_0057,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1435,93.8
59921.EU92_1762,EU92_1762,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0115,93.5
59921.EU92_1973,EU92_1973,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0326,93.0
59921.EU92_0529,EU92_0529,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1845,92.9
59921.EU92_1936,EU92_1936,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0289,92.3
59921.EU92_0239,EU92_0239,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1614,92.3
59921.EU92_0194,EU92_0194,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1569,92.1
59921.EU92_1015,EU92_1015,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1314,92.0
59921.EU92_0078,EU92_0078,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1456,91.6
59921.EU92_1804,EU92_1804,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0157,91.5
59921.EU92_1012,EU92_1012,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1311,91.5
59921.EU92_1826,EU92_1826,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0179,91.4
59921.EU92_1477,EU92_1477,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0594,91.3
59921.EU92_0550,EU92_0550,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1866,91.0
59921.EU92_1708,EU92_1708,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0061,90.9
59921.EU92_0633,EU92_0633,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1945,90.6
59921.EU92_0508,EU92_0508,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1824,90.5
59921.EU92_1761,EU92_1761,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0114,90.2
59921.EU92_0806,EU92_0806,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0909,90.2
59921.EU92_1763,EU92_1763,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0116,89.7
59921.EU92_0631,EU92_0631,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1943,89.6
59921.EU92_1364,EU92_1364,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0481,89.3
59921.EU92_0556,EU92_0556,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1872,89.3
59921.EU92_1999,EU92_1999,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0352,89.1
59921.EU92_1665,EU92_1665,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0018,89.0
59921.EU92_0602,EU92_0602,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1914,88.9
59921.EU92_0361,EU92_0361,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1079,88.9
59921.EU92_1366,EU92_1366,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0483,88.7
59921.EU92_0676,EU92_0676,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0779,88.6
59921.EU92_0443,EU92_0443,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1161,88.3
59921.EU92_0630,EU92_0630,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1942,88.3
59921.EU92_1684,EU92_1684,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0037,87.9
59921.EU92_0600,EU92_0600,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1912,87.5
59921.EU92_1422,EU92_1422,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0539,87.0
59921.EU92_0878,EU92_0878,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0981,86.8
59921.EU92_1320,EU92_1320,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0437,86.5
59921.EU92_1775,EU92_1775,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0128,86.2
59921.EU92_1545,EU92_1545,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0662,86.1
59921.EU92_0505,EU92_0505,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1821,86.0
59921.EU92_0546,EU92_0546,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1862,85.7
59921.EU92_0090,EU92_0090,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1468,85.1
59921.EU92_1544,EU92_1544,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0661,85.0
59921.EU92_0601,EU92_0601,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1913,84.9
59921.EU92_0677,EU92_0677,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0780,84.9
59921.EU92_0551,EU92_0551,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1867,84.1
59921.EU92_0679,EU92_0679,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0782,83.9
59921.EU92_0778,EU92_0778,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0881,83.6
59921.EU92_0632,EU92_0632,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1944,83.2
59921.EU92_0534,EU92_0534,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1850,82.9
59921.EU92_1662,EU92_1662,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0015,82.6
59921.EU92_0814,EU92_0814,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0917,82.3
59921.EU92_0541,EU92_0541,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1857,82.3
59921.EU92_0649,EU92_0649,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1961,82.3
59921.EU92_0363,EU92_0363,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1081,82.1
59921.EU92_1419,EU92_1419,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0536,81.4
59921.EU92_1758,EU92_1758,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0111,80.5
59921.EU92_1291,EU92_1291,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0408,80.1
59921.EU92_1807,EU92_1807,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0160,80.1
59921.EU92_0535,EU92_0535,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1851,80.0
59921.EU92_0636,EU92_0636,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1948,79.3
59921.EU92_1103,EU92_1103,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1680,79.2
59921.EU92_0681,EU92_0681,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0784,78.1
59921.EU92_0650,EU92_0650,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1962,77.5
59921.EU92_1725,EU92_1725,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0078,77.4
59921.EU92_0543,EU92_0543,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1859,77.0
59921.EU92_1342,EU92_1342,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0459,76.5
59921.EU92_0086,EU92_0086,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1464,76.5
59921.EU92_0423,EU92_0423,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1141,75.3
59921.EU92_0360,EU92_0360,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1078,75.0
59921.EU92_1760,EU92_1760,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0113,74.7
59921.EU92_1375,EU92_1375,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0492,74.6
59921.EU92_0891,EU92_0891,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0994,74.6
59921.EU92_0092,EU92_0092,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1470,74.4
59921.EU92_0506,EU92_0506,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1822,73.8
59921.EU92_0530,EU92_0530,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1846,73.7
59921.EU92_1343,EU92_1343,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0460,73.4
59921.EU92_0901,EU92_0901,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1004,73.4
59921.EU92_1806,EU92_1806,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0159,73.3
59921.EU92_0766,EU92_0766,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0869,72.7
59921.EU92_1267,EU92_1267,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0384,72.2
59921.EU92_1997,EU92_1997,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0350,71.9
59921.EU92_0799,EU92_0799,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0902,71.8
59921.EU92_0509,EU92_0509,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1825,70.1
59921.EU92_0570,EU92_0570,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1886,70.1
59921.EU92_1736,EU92_1736,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0089,69.3
59921.EU92_1098,EU92_1098,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_1675,69.3
59921.EU92_1602,EU92_1602,Alternative&nbsp;locus&nbsp;ID:&nbsp;PMIT9107_0719,69.0
