1117318.PRUB_24932,PRUB_24932,General&nbsp;secretion&nbsp;pathway&nbsp;protein&nbsp;I&nbsp;(Precursor),98.9
1117318.PRUB_08472,fadR,Fatty&nbsp;acid&nbsp;metabolism&nbsp;regulator&nbsp;protein,98.9
1117318.PRUB_16135,acsA,Acetyl-coenzyme&nbsp;A&nbsp;synthetase,98.9
1117318.PRUB_00835,xerD,COG4974&nbsp;Site-specific&nbsp;recombinase&nbsp;XerD,98.9
1117318.PRUB_09579,mtnC,Enolase-phosphatase&nbsp;E1,98.8
1117318.PRUB_05441,PRUB_05441,RNA-directed&nbsp;DNA&nbsp;polymerase,98.8
1117318.PRUB_19297,PRUB_19297,COG3118&nbsp;Thioredoxin&nbsp;domain-containing&nbsp;protein,98.8
1117318.PRUB_19352,pnp,Polyribonucleotide&nbsp;nucleotidyltransferase,98.8
1117318.PRUB_24470,PRUB_24470,Sensory&nbsp;box&nbsp;histidine&nbsp;kinase/response&nbsp;regulator,98.8
1117318.PRUB_02089,PRUB_02089,annotation&nbsp;not&nbsp;available,98.8
1117318.PRUB_07850,PRUB_07850,COG0840&nbsp;Methyl-accepting&nbsp;chemotaxis&nbsp;protein,98.8
1117318.PRUB_05091,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine&nbsp;ligase,98.7
1117318.PRUB_11321,PRUB_11321,COG3979&nbsp;Uncharacterized&nbsp;protein&nbsp;contain&nbsp;chitin-binding&nbsp;domain&nbsp;type&nbsp;3,98.7
1117318.PRUB_20933,PRUB_20933,Lipoprotein&nbsp;signal&nbsp;peptidase,98.7
1117318.PRUB_16317,PRUB_16317,Putative&nbsp;NRPS,98.7
1117318.PRUB_17017,PRUB_17017,FAD&nbsp;linked&nbsp;oxidase-like&nbsp;protein,98.7
1117318.PRUB_03840,aroB,3-dehydroquinate&nbsp;synthase,98.6
1117318.PRUB_20858,grxA,COG0695&nbsp;Glutaredoxin&nbsp;and&nbsp;related&nbsp;proteins,98.6
1117318.PRUB_11961,PRUB_11961,4-hydroxy-tetrahydrodipicolinate&nbsp;synthase,98.6
1117318.PRUB_03835,aroK,Shikimate&nbsp;kinase,98.6
1117318.PRUB_20908,PRUB_20908,Chemotaxis&nbsp;protein,98.6
1117318.PRUB_12026,PRUB_12026,annotation&nbsp;not&nbsp;available,98.5
1117318.PRUB_15250,fabV,Enoyl-[acyl-carrier-protein]&nbsp;reductase&nbsp;[NADH],98.5
1117318.PRUB_09882,PRUB_09882,Methylase,98.5
1117318.PRUB_22300,PRUB_22300,annotation&nbsp;not&nbsp;available,98.4
1117318.PRUB_21802,cysC,Adenylyl-sulfate&nbsp;kinase,98.4
1117318.PRUB_10542,PRUB_10542,Exonuclease&nbsp;SbcD,98.4
1117318.PRUB_21498,PRUB_21498,COG0729&nbsp;Outer&nbsp;membrane&nbsp;protein,98.4
1117318.PRUB_13816,PRUB_13816,UBA/THIF-type&nbsp;NAD/FAD&nbsp;binding&nbsp;domain-containing&nbsp;protein,98.4
1117318.PRUB_21343,PRUB_21343,"Acyl-CoA&nbsp;synthetase,&nbsp;NAD(P)-binding&nbsp;protein,&nbsp;ATP-binding&nbsp;protein",98.4
1117318.PRUB_02660,PRUB_02660,annotation&nbsp;not&nbsp;available,98.4
