65497.JODV01000017_gene3015,JODV01000017_gene3015,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000007_gene557,JODV01000007_gene557,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000003_gene4693,JODV01000003_gene4693,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000001_gene3547,JODV01000001_gene3547,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000024_gene1942,JODV01000024_gene1942,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000017_gene2999,JODV01000017_gene2999,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000006_gene926,JODV01000006_gene926,annotation&nbsp;not&nbsp;available,98.9
65497.JODV01000007_gene495,JODV01000007_gene495,annotation&nbsp;not&nbsp;available,98.8
65497.JODV01000018_gene3025,JODV01000018_gene3025,annotation&nbsp;not&nbsp;available,98.8
65497.JODV01000001_gene3799,JODV01000001_gene3799,annotation&nbsp;not&nbsp;available,98.8
65497.JODV01000028_gene1915,JODV01000028_gene1915,annotation&nbsp;not&nbsp;available,98.8
65497.JODV01000001_gene3648,JODV01000001_gene3648,annotation&nbsp;not&nbsp;available,98.8
65497.JODV01000126_gene3424,JODV01000126_gene3424,annotation&nbsp;not&nbsp;available,98.6
65497.JODV01000009_gene2793,JODV01000009_gene2793,annotation&nbsp;not&nbsp;available,98.6
65497.JODV01000007_gene383,JODV01000007_gene383,annotation&nbsp;not&nbsp;available,98.6
65497.JODV01000004_gene1467,JODV01000004_gene1467,annotation&nbsp;not&nbsp;available,98.6
65497.JODV01000011_gene2418,JODV01000011_gene2418,annotation&nbsp;not&nbsp;available,98.6
65497.JODV01000029_gene1282,JODV01000029_gene1282,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000007_gene432,JODV01000007_gene432,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000008_gene35,JODV01000008_gene35,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000007_gene390,JODV01000007_gene390,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000001_gene4084,JODV01000001_gene4084,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000013_gene2239,JODV01000013_gene2239,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000002_gene4312,JODV01000002_gene4312,annotation&nbsp;not&nbsp;available,98.5
65497.JODV01000008_gene31,JODV01000008_gene31,annotation&nbsp;not&nbsp;available,98.4
65497.JODV01000007_gene551,JODV01000007_gene551,annotation&nbsp;not&nbsp;available,98.4
65497.JODV01000019_gene1765,JODV01000019_gene1765,annotation&nbsp;not&nbsp;available,98.4
65497.JODV01000007_gene668,JODV01000007_gene668,annotation&nbsp;not&nbsp;available,98.4
65497.JODV01000005_gene1231,JODV01000005_gene1231,annotation&nbsp;not&nbsp;available,98.4
65497.JODV01000013_gene2260,JODV01000013_gene2260,annotation&nbsp;not&nbsp;available,98.4
65497.JODV01000013_gene2217,JODV01000013_gene2217,annotation&nbsp;not&nbsp;available,98.3
65497.JODV01000005_gene1198,JODV01000005_gene1198,annotation&nbsp;not&nbsp;available,98.3
65497.JODV01000022_gene1645,JODV01000022_gene1645,annotation&nbsp;not&nbsp;available,98.2
65497.JODV01000006_gene782,JODV01000006_gene782,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000024_gene1955,JODV01000024_gene1955,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000004_gene1434,JODV01000004_gene1434,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000010_gene2620,JODV01000010_gene2620,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000002_gene4285,JODV01000002_gene4285,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000019_gene1743,JODV01000019_gene1743,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000026_gene1845,JODV01000026_gene1845,annotation&nbsp;not&nbsp;available,98.1
65497.JODV01000008_gene140,JODV01000008_gene140,annotation&nbsp;not&nbsp;available,98.0
65497.JODV01000011_gene2420,JODV01000011_gene2420,annotation&nbsp;not&nbsp;available,98.0
65497.JODV01000003_gene4652,JODV01000003_gene4652,annotation&nbsp;not&nbsp;available,98.0
65497.JODV01000008_gene65,JODV01000008_gene65,annotation&nbsp;not&nbsp;available,98.0
65497.JODV01000011_gene2417,JODV01000011_gene2417,annotation&nbsp;not&nbsp;available,98.0
65497.JODV01000001_gene3468,JODV01000001_gene3468,annotation&nbsp;not&nbsp;available,98.0
65497.JODV01000007_gene466,JODV01000007_gene466,annotation&nbsp;not&nbsp;available,97.9
65497.JODV01000001_gene3637,JODV01000001_gene3637,annotation&nbsp;not&nbsp;available,97.9
65497.JODV01000001_gene3819,JODV01000001_gene3819,annotation&nbsp;not&nbsp;available,97.8
65497.JODV01000031_gene1295,JODV01000031_gene1295,annotation&nbsp;not&nbsp;available,97.8
65497.JODV01000008_gene205,JODV01000008_gene205,annotation&nbsp;not&nbsp;available,97.8
65497.JODV01000016_gene3207,JODV01000016_gene3207,annotation&nbsp;not&nbsp;available,97.7
65497.JODV01000025_gene1867,JODV01000025_gene1867,annotation&nbsp;not&nbsp;available,97.6
65497.JODV01000014_gene3403,JODV01000014_gene3403,annotation&nbsp;not&nbsp;available,97.6
65497.JODV01000007_gene489,JODV01000007_gene489,annotation&nbsp;not&nbsp;available,97.5
65497.JODV01000014_gene3342,JODV01000014_gene3342,annotation&nbsp;not&nbsp;available,97.5
65497.JODV01000007_gene584,JODV01000007_gene584,annotation&nbsp;not&nbsp;available,97.4
65497.JODV01000001_gene3914,JODV01000001_gene3914,annotation&nbsp;not&nbsp;available,97.4
65497.JODV01000002_gene4271,JODV01000002_gene4271,annotation&nbsp;not&nbsp;available,97.4
65497.JODV01000002_gene4304,JODV01000002_gene4304,annotation&nbsp;not&nbsp;available,97.4
65497.JODV01000003_gene4664,JODV01000003_gene4664,annotation&nbsp;not&nbsp;available,97.3
65497.JODV01000008_gene303,JODV01000008_gene303,annotation&nbsp;not&nbsp;available,97.3
65497.JODV01000017_gene2966,JODV01000017_gene2966,annotation&nbsp;not&nbsp;available,97.2
65497.JODV01000001_gene3517,JODV01000001_gene3517,annotation&nbsp;not&nbsp;available,97.2
65497.JODV01000001_gene3888,JODV01000001_gene3888,annotation&nbsp;not&nbsp;available,97.2
65497.JODV01000009_gene2908,JODV01000009_gene2908,annotation&nbsp;not&nbsp;available,97.1
65497.JODV01000007_gene562,JODV01000007_gene562,annotation&nbsp;not&nbsp;available,97.1
65497.JODV01000001_gene3572,JODV01000001_gene3572,annotation&nbsp;not&nbsp;available,97.1
65497.JODV01000001_gene3695,JODV01000001_gene3695,annotation&nbsp;not&nbsp;available,97.1
65497.JODV01000016_gene3228,JODV01000016_gene3228,annotation&nbsp;not&nbsp;available,97.0
65497.JODV01000005_gene1212,JODV01000005_gene1212,annotation&nbsp;not&nbsp;available,96.9
65497.JODV01000001_gene3496,JODV01000001_gene3496,annotation&nbsp;not&nbsp;available,96.9
65497.JODV01000012_gene2351,JODV01000012_gene2351,annotation&nbsp;not&nbsp;available,96.9
65497.JODV01000010_gene2679,JODV01000010_gene2679,annotation&nbsp;not&nbsp;available,96.8
65497.JODV01000007_gene602,JODV01000007_gene602,annotation&nbsp;not&nbsp;available,96.8
65497.JODV01000001_gene3850,JODV01000001_gene3850,annotation&nbsp;not&nbsp;available,96.8
65497.JODV01000009_gene2791,JODV01000009_gene2791,annotation&nbsp;not&nbsp;available,96.7
65497.JODV01000104_gene1937,JODV01000104_gene1937,annotation&nbsp;not&nbsp;available,96.7
65497.JODV01000014_gene3254,JODV01000014_gene3254,annotation&nbsp;not&nbsp;available,96.7
65497.JODV01000014_gene3273,JODV01000014_gene3273,annotation&nbsp;not&nbsp;available,96.7
