478741.JAFS01000001_gene1246,JAFS01000001_gene1246,annotation&nbsp;not&nbsp;available,98.8
478741.JAFS01000001_gene2162,JAFS01000001_gene2162,annotation&nbsp;not&nbsp;available,98.7
478741.JAFS01000001_gene1239,JAFS01000001_gene1239,annotation&nbsp;not&nbsp;available,98.6
478741.JAFS01000001_gene1184,JAFS01000001_gene1184,annotation&nbsp;not&nbsp;available,98.3
478741.JAFS01000001_gene1061,JAFS01000001_gene1061,annotation&nbsp;not&nbsp;available,98.2
478741.JAFS01000001_gene2172,JAFS01000001_gene2172,annotation&nbsp;not&nbsp;available,98.1
478741.JAFS01000002_gene675,JAFS01000002_gene675,annotation&nbsp;not&nbsp;available,98.0
478741.JAFS01000001_gene2203,JAFS01000001_gene2203,annotation&nbsp;not&nbsp;available,97.7
478741.JAFS01000001_gene1238,JAFS01000001_gene1238,annotation&nbsp;not&nbsp;available,97.2
478741.JAFS01000001_gene2056,JAFS01000001_gene2056,annotation&nbsp;not&nbsp;available,96.9
478741.JAFS01000002_gene868,JAFS01000002_gene868,annotation&nbsp;not&nbsp;available,96.8
478741.JAFS01000001_gene1787,JAFS01000001_gene1787,annotation&nbsp;not&nbsp;available,96.7
478741.JAFS01000002_gene864,JAFS01000002_gene864,annotation&nbsp;not&nbsp;available,96.7
478741.JAFS01000001_gene1672,JAFS01000001_gene1672,annotation&nbsp;not&nbsp;available,96.3
478741.JAFS01000001_gene1293,JAFS01000001_gene1293,annotation&nbsp;not&nbsp;available,96.1
478741.JAFS01000002_gene342,JAFS01000002_gene342,annotation&nbsp;not&nbsp;available,96.0
478741.JAFS01000001_gene1595,JAFS01000001_gene1595,annotation&nbsp;not&nbsp;available,96.0
478741.JAFS01000002_gene437,JAFS01000002_gene437,annotation&nbsp;not&nbsp;available,95.5
478741.JAFS01000001_gene2112,JAFS01000001_gene2112,annotation&nbsp;not&nbsp;available,95.5
478741.JAFS01000001_gene1072,JAFS01000001_gene1072,annotation&nbsp;not&nbsp;available,95.4
478741.JAFS01000002_gene225,JAFS01000002_gene225,annotation&nbsp;not&nbsp;available,95.3
478741.JAFS01000001_gene1660,JAFS01000001_gene1660,annotation&nbsp;not&nbsp;available,95.3
478741.JAFS01000001_gene1918,JAFS01000001_gene1918,annotation&nbsp;not&nbsp;available,95.2
478741.JAFS01000002_gene629,JAFS01000002_gene629,annotation&nbsp;not&nbsp;available,95.1
478741.JAFS01000001_gene1466,JAFS01000001_gene1466,annotation&nbsp;not&nbsp;available,95.1
478741.JAFS01000001_gene2055,JAFS01000001_gene2055,annotation&nbsp;not&nbsp;available,95.1
478741.JAFS01000002_gene50,JAFS01000002_gene50,annotation&nbsp;not&nbsp;available,95.0
478741.JAFS01000002_gene831,JAFS01000002_gene831,annotation&nbsp;not&nbsp;available,95.0
478741.JAFS01000001_gene2013,JAFS01000001_gene2013,annotation&nbsp;not&nbsp;available,94.7
478741.JAFS01000001_gene1208,JAFS01000001_gene1208,annotation&nbsp;not&nbsp;available,94.7
478741.JAFS01000002_gene235,JAFS01000002_gene235,annotation&nbsp;not&nbsp;available,94.5
